"('O', 'C', 1)","('N', 'H', 1)","('N', 'C', 1)","('N', 'C', 1.5)","('C', 'H', 1)","('C', 'C', 1)","('C', 'C', 1.5)"
0,2,8,0,30,11,0
1,1,3,0,19,7,6
2,2,4,0,26,12,6
2,2,2,0,26,12,0
0,2,2,2,12,6,4
0,3,10,0,26,7,6
0,3,8,0,17,6,6
0,5,10,0,25,8,6
0,2,2,0,16,7,3
0,3,5,0,26,13,0
3,3,7,0,32,14,0
0,3,7,0,33,16,3
0,3,4,0,16,7,6
1,1,3,5,15,7,4
0,2,2,0,26,14,0
2,1,7,0,23,7,18
3,2,2,0,19,6,6
2,2,2,2,16,6,4
2,2,5,0,23,7,9
0,1,9,0,24,10,3
0,2,6,4,23,7,8
1,2,5,0,24,8,9
0,1,2,2,23,15,4
0,4,13,2,26,11,4
3,2,2,0,25,14,0
2,1,3,0,13,6,0
2,2,8,4,24,5,8
2,3,8,2,30,14,4
0,3,8,0,26,8,6
1,1,2,0,19,11,3
0,2,6,0,18,4,12
0,3,5,0,21,7,3
2,3,2,2,13,3,1
1,2,6,0,30,15,6
0,3,8,2,26,10,6
0,4,2,0,23,10,6
0,2,5,3,27,14,0
0,2,5,4,25,9,2
2,3,7,0,20,5,9
6,2,2,0,26,9,6
0,3,8,0,23,15,6
0,1,3,0,31,16,0
0,1,3,0,16,3,6
0,2,8,1,29,9,8
0,1,6,0,2,4,6
0,4,3,0,25,13,0
0,4,6,0,24,10,0
1,1,7,4,28,14,2
1,3,5,0,32,13,0
3,1,2,0,22,10,6
0,5,6,0,18,9,6
0,3,7,0,13,6,0
0,2,8,0,26,8,6
4,2,2,0,22,7,6
1,2,5,0,26,10,6
0,3,10,0,28,10,6
0,5,12,0,24,10,6
0,2,4,0,21,7,3
0,1,1,0,18,11,6
0,2,8,2,25,9,7
3,2,2,0,15,6,0
2,2,2,3,20,10,0
5,2,2,0,25,8,12
2,2,7,0,19,10,0
0,2,1,3,16,11,0
0,2,10,0,28,13,6
0,3,13,0,24,9,6
0,0,4,0,11,3,11
4,0,2,0,16,13,6
2,3,11,0,26,13,6
4,3,10,0,27,10,12
0,1,6,0,29,14,6
1,2,8,0,27,8,6
2,1,6,2,27,9,1
2,2,2,0,22,9,6
0,2,8,4,22,5,4
0,3,5,0,35,14,0
4,0,6,0,18,8,0
4,2,4,0,15,10,12
2,2,4,2,15,7,4
2,1,3,2,24,8,4
1,1,4,0,18,7,6
2,1,2,4,20,8,2
6,1,6,0,30,8,6
0,3,7,0,18,4,6
0,0,0,0,22,12,0
0,2,2,0,16,7,3
4,2,5,0,23,6,12
2,3,4,2,14,2,10
2,1,3,0,21,7,8
0,0,0,0,11,5,6
2,2,5,0,9,5,0
0,0,5,0,14,4,6
1,3,7,0,26,9,6
1,2,6,0,17,8,0
1,0,3,0,18,8,0
0,2,11,0,22,6,0
2,1,6,2,28,8,6
4,3,7,0,25,8,6
2,1,6,0,26,8,6
0,2,9,0,33,15,0
2,1,6,0,27,8,6
1,2,3,0,18,9,6
1,2,8,0,26,12,6
0,4,7,0,17,9,0
1,2,5,4,26,9,8
4,2,5,0,26,8,6
0,2,8,4,28,12,8
4,1,3,0,24,7,6
1,2,2,0,18,5,6
0,4,4,0,32,18,0
2,2,8,0,38,18,0
0,1,7,0,25,8,6
0,3,8,0,25,12,6
0,3,7,0,23,5,12
0,2,6,2,23,10,2
5,2,2,0,16,7,6
0,2,11,2,26,8,1
0,2,5,0,26,19,0
1,1,8,0,24,10,6
0,0,1,0,8,5,6
1,3,1,0,15,9,6
2,3,4,0,18,7,0
0,4,3,0,12,6,6
0,4,6,0,22,12,0
0,2,5,2,17,6,7
0,0,6,0,22,14,0
1,3,5,0,30,14,0
0,2,2,0,17,8,6
1,3,8,2,24,9,8
2,2,2,0,20,7,6
7,0,4,0,43,17,12
0,3,5,0,21,8,0
2,3,7,0,29,13,0
3,2,4,0,21,10,0
2,1,4,0,11,4,0
0,2,2,0,23,12,0
0,3,10,0,23,9,0
1,2,2,4,2,1,2
0,2,9,4,36,19,2
0,2,5,2,22,8,4
3,2,4,0,31,16,0
0,3,4,0,17,7,12
2,4,7,0,29,12,0
2,3,5,0,23,9,6
2,2,5,2,18,7,4
0,2,8,0,32,13,6
2,4,3,0,23,12,0
2,2,2,2,11,5,4
0,2,11,0,22,9,0
0,3,7,0,24,7,9
2,2,5,4,20,8,8
4,1,6,0,26,8,0
0,2,2,0,20,13,6
0,1,6,0,25,7,6
0,0,3,4,25,10,8
2,1,9,2,30,8,10
0,5,12,0,24,10,0
0,2,9,0,25,9,6
0,2,5,0,23,9,3
2,2,2,0,22,10,0
4,3,1,0,19,10,6
0,2,5,0,24,9,6
0,2,5,0,29,13,0
1,3,2,2,16,9,4
2,2,8,2,22,8,4
0,2,7,2,23,11,10
0,4,10,0,34,11,0
1,1,3,0,18,6,6
1,2,6,2,26,7,10
0,3,5,0,18,7,6
4,3,4,6,19,6,12
2,1,9,0,33,13,0
1,4,8,2,23,8,10
2,2,2,0,28,16,0
1,1,3,2,27,13,4
0,1,3,3,29,14,6
0,2,9,2,27,9,4
0,2,10,4,28,7,8
2,3,2,0,23,11,3
0,2,4,2,24,5,9
2,4,3,0,23,17,0
0,2,2,0,15,7,6
4,2,5,0,23,9,6
4,0,0,2,17,10,1
6,0,1,1,11,3,1
0,2,8,2,28,8,3
0,3,4,0,16,5,3
6,3,3,0,21,13,6
2,5,5,0,18,8,6
2,2,5,0,23,8,6
0,2,5,1,19,8,1
2,3,12,0,25,6,6
2,2,5,0,21,6,0
2,4,6,0,24,7,12
3,2,11,0,29,10,6
0,2,4,0,32,22,0
1,2,3,2,25,11,2
0,3,3,0,20,12,0
0,4,6,0,18,8,0
0,3,11,0,30,8,6
0,1,2,0,8,5,0
0,1,3,0,20,7,6
1,1,3,2,17,5,4
1,2,2,0,22,11,6
2,0,0,0,12,11,0
0,3,8,0,38,15,6
0,4,9,0,23,6,6
2,3,1,0,23,11,0
4,1,3,3,21,6,6
4,1,3,0,16,6,9
2,2,8,0,26,8,0
0,2,8,0,24,10,6
0,4,5,4,19,4,12
4,1,5,0,26,8,12
2,2,5,2,28,11,1
1,1,2,0,19,7,6
0,4,7,2,20,6,9
2,1,6,0,24,7,0
0,2,5,0,31,11,6
4,2,2,2,23,8,4
0,2,5,0,21,8,0
0,2,4,0,20,12,0
0,3,7,0,15,6,0
2,2,4,2,33,23,1
0,1,3,0,19,9,0
1,2,2,3,10,6,6
1,3,5,0,22,11,0
2,2,5,0,21,6,9
1,2,2,0,25,11,6
3,1,3,0,24,14,0
0,2,2,0,21,8,6
0,2,11,0,23,6,6
2,1,2,0,19,8,6
2,2,5,0,27,10,0
0,3,4,2,14,6,4
4,0,1,2,17,6,13
0,2,2,0,18,6,0
6,3,7,0,16,7,12
3,2,7,0,32,9,12
0,2,5,0,18,4,9
3,2,6,0,23,11,0
2,0,3,2,24,11,10
6,0,3,0,33,15,6
0,2,5,2,22,9,4
1,0,0,2,16,9,6
4,2,5,0,19,7,0
1,4,3,2,15,7,4
0,2,6,5,27,13,4
0,3,5,0,22,10,6
0,3,11,0,24,8,0
0,3,4,0,20,7,0
0,4,7,0,24,9,6
0,3,5,0,20,6,6
2,2,4,2,23,11,9
1,3,5,0,28,13,0
1,1,6,2,18,4,9
1,0,0,0,12,7,3
0,4,9,0,24,10,0
0,1,9,4,20,14,2
0,2,7,0,29,10,12
2,4,9,0,23,6,6
1,2,9,0,30,10,3
0,3,8,4,24,10,9
1,2,5,0,18,7,3
0,2,7,0,14,5,6
0,3,5,0,21,4,0
2,4,8,0,28,12,0
0,3,5,0,22,15,0
0,4,6,0,23,8,12
1,3,7,0,28,13,3
1,3,10,0,29,9,6
2,3,6,0,19,6,6
0,0,4,0,11,4,6
1,2,8,0,27,9,0
1,0,0,0,28,18,0
0,2,8,2,16,7,1
0,2,5,0,22,10,0
0,1,6,3,30,10,6
0,4,7,2,20,8,4
2,2,5,0,21,10,9
0,4,9,0,18,9,6
6,2,7,0,22,8,6
0,1,6,0,24,9,0
1,1,3,2,23,8,7
4,3,5,0,21,7,0
0,3,7,0,22,10,6
3,4,6,0,23,12,0
0,3,5,0,31,14,0
1,1,9,0,32,12,0
3,0,0,0,29,24,0
1,3,7,0,21,11,0
0,3,9,0,25,11,6
0,1,5,0,29,14,6
0,3,7,0,22,6,3
0,2,5,4,27,11,8
0,2,5,0,16,6,3
3,1,6,0,16,8,6
0,1,3,0,18,6,6
4,1,1,0,28,13,0
0,3,7,0,20,9,0
0,2,11,0,33,10,6
0,4,6,0,22,10,6
0,2,2,2,17,7,10
1,2,5,0,22,12,0
0,4,7,2,23,9,4
0,3,4,0,20,7,6
4,2,2,2,27,12,4
0,2,2,0,18,6,6
2,0,0,4,21,12,2
2,3,7,0,19,6,6
0,3,4,0,18,8,6
4,1,3,4,19,10,13
4,3,5,0,23,8,0
2,3,8,0,26,10,0
3,2,2,0,20,8,6
3,1,3,0,30,11,6
2,3,8,0,27,14,6
0,2,9,2,30,10,2
0,4,9,0,23,7,6
2,0,3,0,20,8,6
0,3,5,0,20,3,12
2,2,4,0,25,7,6
1,1,3,2,23,6,9
0,3,5,0,25,12,6
0,2,5,0,27,11,6
4,3,1,0,18,9,6
0,1,6,0,18,5,0
1,2,5,0,20,8,6
2,2,3,0,17,9,9
1,2,2,0,17,7,3
2,3,4,0,24,9,6
0,2,6,4,29,10,6
0,2,5,0,25,12,6
2,1,4,0,26,8,18
2,0,0,0,24,14,0
0,3,10,0,24,11,6
0,3,7,2,13,4,4
0,1,3,3,23,8,0
2,2,4,0,16,9,12
0,2,2,0,18,6,3
3,0,3,1,18,8,8
1,1,6,2,28,8,12
0,1,6,0,28,9,6
2,0,0,0,5,2,0
3,0,3,0,11,6,3
4,2,4,0,25,8,6
3,0,3,0,30,15,0
0,4,10,0,32,12,0
0,1,5,0,31,15,9
1,4,7,0,13,7,6
0,2,4,2,24,9,4
0,0,0,0,17,9,6
0,3,11,0,30,12,0
0,4,4,3,16,7,0
0,2,8,2,25,11,1
0,2,2,0,20,8,6
2,1,2,2,23,11,1
2,3,1,0,23,11,6
0,3,8,0,29,17,0
0,3,7,0,21,8,0
0,1,5,2,20,11,16
0,2,5,0,23,6,6
0,3,8,2,29,8,7
5,1,3,0,26,8,6
0,3,8,0,25,12,0
0,1,5,0,27,21,0
1,3,7,0,24,9,6
1,0,6,0,24,3,18
0,2,8,0,22,5,12
1,1,7,0,19,4,12
3,3,5,0,22,7,0
2,2,5,0,17,8,0
1,2,8,0,27,11,6
4,2,3,3,27,9,10
4,2,2,0,30,16,0
2,1,4,0,21,9,12
1,2,5,0,27,14,0
4,2,2,0,20,4,6
0,4,7,0,20,7,0
4,0,1,0,19,5,12
3,0,0,2,21,8,1
0,3,11,0,24,10,0
0,2,8,2,19,3,10
2,1,6,0,32,11,12
0,5,4,0,25,11,6
0,2,9,2,30,17,4
2,1,2,0,26,16,6
2,3,1,0,11,5,6
0,3,5,0,25,12,9
0,2,2,2,18,6,7
2,1,6,2,25,7,4
0,2,6,0,20,10,6
0,3,10,2,16,6,6
0,2,8,2,22,5,7
0,1,9,0,33,15,0
0,3,11,0,26,12,6
2,3,3,6,22,6,15
3,3,7,0,17,10,0
0,3,7,0,23,9,0
2,1,5,4,24,10,9
5,0,0,0,19,9,6
3,2,2,0,19,7,6
0,3,1,0,12,7,3
0,2,2,0,14,5,6
0,2,5,0,24,11,0
1,1,2,0,20,12,6
2,3,7,0,25,10,0
0,3,5,0,22,11,0
0,2,12,0,26,8,12
1,4,5,4,13,6,1
0,3,5,6,20,4,9
2,3,4,4,14,5,0
2,2,5,0,23,7,12
2,3,4,4,20,8,5
0,1,2,4,10,4,1
0,2,2,0,30,14,0
0,3,8,0,29,12,6
2,2,5,0,33,11,11
2,1,3,0,21,6,6
0,1,2,0,12,8,0
3,1,2,0,23,11,3
2,1,2,2,25,11,1
0,1,6,2,23,7,4
1,2,6,4,22,8,8
1,3,1,0,21,11,6
0,4,4,0,32,18,0
0,3,7,0,25,11,0
2,1,7,0,28,10,18
2,2,8,0,25,7,6
0,3,8,0,26,10,0
0,2,3,0,13,4,12
0,3,5,0,19,8,3
3,1,6,0,25,10,0
0,2,5,0,24,8,6
4,0,1,0,25,16,6
0,2,11,0,31,11,6
0,2,5,0,22,10,6
0,3,8,0,20,9,0
5,0,0,0,7,7,0
4,3,5,0,25,7,12
0,3,8,2,25,9,1
2,3,5,2,20,5,14
2,1,7,0,27,9,6
2,2,2,0,20,6,6
4,1,9,0,27,6,12
4,2,2,1,21,5,8
0,2,5,0,23,8,6
2,1,2,0,19,10,6
0,3,7,0,24,9,6
0,3,7,2,26,8,9
0,2,5,0,30,15,0
4,2,2,0,30,13,6
0,4,9,0,23,8,6
3,1,6,0,24,10,12
2,2,9,0,24,9,0
0,2,8,0,25,6,6
0,0,6,0,20,19,0
2,0,0,0,32,23,0
1,2,5,0,24,9,9
0,1,5,0,15,5,9
2,1,4,0,25,10,6
0,3,5,0,24,12,0
0,4,7,0,22,8,6
2,2,5,0,26,10,6
2,0,4,0,21,6,6
2,2,4,0,30,12,6
0,4,9,0,24,8,6
6,0,0,0,30,15,0
1,2,5,0,28,8,6
0,3,8,0,35,15,0
0,2,5,2,22,6,10
0,3,7,0,10,3,6
2,2,2,3,14,2,12
0,2,5,3,25,10,6
0,2,8,2,24,9,4
1,3,5,0,23,10,6
1,4,7,0,19,12,0
0,4,7,0,29,14,0
2,2,5,0,22,7,12
0,1,5,0,25,8,6
0,2,2,2,15,4,9
0,3,5,0,24,12,0
2,3,4,0,22,11,0
2,1,12,0,32,11,0
0,4,11,0,22,9,6
3,3,1,2,13,4,4
0,3,7,0,27,11,6
0,2,5,0,22,8,9
3,1,3,0,16,8,12
2,4,4,3,12,6,0
1,0,3,0,14,8,0
0,1,2,2,18,11,4
0,3,7,0,21,15,0
0,3,10,0,28,9,6
3,1,3,0,26,12,0
0,2,4,0,26,12,6
0,2,5,0,18,6,8
2,3,5,0,35,15,0
2,0,0,0,18,16,0
0,2,5,0,27,13,0
1,2,9,2,27,10,7
1,1,4,0,9,7,6
2,2,5,0,29,12,0
0,2,5,0,29,13,0
0,3,10,0,25,7,6
2,1,3,0,20,7,6
2,2,5,0,23,9,0
4,1,6,0,28,8,12
0,2,8,2,29,12,4
0,0,2,0,25,11,0
0,1,9,0,27,12,0
2,2,6,0,21,6,6
0,1,3,4,27,9,14
0,2,2,0,22,9,3
4,3,1,2,16,7,1
0,2,2,0,22,13,0
1,1,4,0,18,3,6
0,1,10,0,11,2,6
0,3,5,4,21,7,11
0,3,8,0,34,13,0
1,2,5,0,24,8,12
2,2,5,0,24,8,6
0,1,9,2,32,12,4
1,1,3,0,15,4,0
0,3,5,0,18,9,0
0,4,7,4,28,10,6
0,2,2,2,21,11,4
2,3,4,2,21,7,4
2,0,3,0,17,13,6
4,2,5,0,29,13,0
0,2,5,0,25,8,6
2,2,6,2,27,9,4
2,2,2,2,9,4,4
0,2,5,2,24,11,1
1,1,3,2,10,6,4
3,1,3,2,23,6,7
1,2,2,2,18,8,6
1,2,2,0,21,8,6
0,5,6,2,25,9,4
3,1,1,4,12,6,3
0,2,2,0,30,20,0
2,1,3,0,24,9,6
5,2,4,2,11,6,10
0,3,11,2,33,13,4
1,2,5,0,22,14,0
2,3,1,0,20,9,6
0,2,5,0,21,12,0
0,4,9,0,17,5,0
2,3,4,3,18,6,6
2,3,1,0,21,11,0
1,3,4,0,25,10,6
6,1,5,0,29,15,0
1,3,5,0,25,15,0
1,1,7,0,12,4,12
2,2,3,2,22,9,5
0,4,6,0,28,11,12
0,2,7,0,23,5,6
0,2,8,0,28,12,0
0,2,8,2,15,4,4
4,2,4,0,32,14,0
2,1,6,0,17,7,6
2,1,3,0,23,8,6
0,3,13,4,24,5,8
0,2,8,0,26,6,6
0,4,6,0,24,9,6
0,3,8,4,25,9,7
4,3,10,0,26,8,6
2,1,3,0,17,9,0
0,3,10,0,26,11,0
2,3,1,0,24,13,6
0,2,4,2,10,6,8
3,2,5,0,24,7,12
2,1,2,0,21,8,6
5,1,3,4,18,6,0
0,3,8,0,28,12,6
2,2,3,2,18,4,12
1,1,6,4,31,12,2
3,2,9,0,10,7,0
0,5,3,0,25,14,0
0,4,7,0,19,7,6
0,2,5,1,21,6,14
1,3,7,0,25,11,3
0,5,8,0,12,4,6
3,2,4,0,17,10,6
4,2,2,2,21,7,4
0,1,1,0,20,10,6
0,1,3,0,18,7,6
3,0,0,0,15,5,0
0,2,5,2,26,10,7
0,3,8,6,22,9,6
2,2,2,0,18,5,12
2,1,6,0,24,9,0
2,1,6,2,18,3,12
0,1,4,4,20,13,2
0,1,10,2,22,8,4
6,0,0,2,25,13,1
0,0,3,0,15,9,18
0,3,8,0,32,14,0
0,2,4,0,15,4,0
0,2,2,0,16,5,6
1,4,1,4,12,5,6
0,2,8,0,32,16,0
0,2,8,0,23,9,6
2,0,0,2,19,7,1
0,4,3,0,10,5,6
0,2,7,0,22,12,0
0,2,8,0,23,5,9
2,1,4,4,26,8,13
0,3,5,0,33,15,0
1,0,3,0,18,11,0
0,4,5,2,13,4,8
2,3,8,0,25,11,0
2,1,2,0,14,5,0
0,1,6,2,22,7,7
1,2,2,0,23,10,0
0,4,4,0,22,12,6
0,2,2,0,16,6,6
1,2,2,0,15,7,6
0,3,1,2,24,12,4
2,2,4,2,24,6,10
1,3,4,0,15,6,6
0,4,8,0,13,8,9
1,2,6,0,21,8,12
0,5,8,0,24,8,12
0,2,3,0,13,4,3
3,2,2,0,24,10,6
3,1,2,0,10,8,6
4,2,3,0,21,7,12
4,1,6,0,30,12,6
6,2,2,0,15,4,12
0,2,2,0,24,9,0
1,2,2,0,27,11,6
4,3,4,0,16,7,6
0,4,9,0,27,9,6
0,4,12,0,17,4,6
4,1,3,2,27,11,6
2,2,5,2,19,5,10
2,2,5,4,17,7,2
0,1,9,4,26,9,8
0,3,7,0,20,10,0
2,2,7,0,28,10,6
3,1,3,0,29,13,6
1,4,8,2,23,10,8
4,1,3,5,25,8,12
2,2,2,0,28,11,6
0,3,4,0,22,12,0
0,1,6,0,30,14,0
1,0,1,2,13,4,12
0,4,6,4,17,7,4
2,2,5,0,21,4,6
2,0,0,0,18,8,0
0,4,9,0,23,10,6
4,2,3,2,23,8,8
6,1,6,0,32,9,6
0,4,10,0,22,9,0
0,2,2,0,22,10,3
1,4,6,0,10,6,0
3,1,3,0,8,6,6
12,0,0,0,20,9,12
0,1,8,0,22,7,6
0,1,8,0,18,11,12
0,2,5,0,21,7,9
0,1,7,4,18,4,8
0,2,7,2,22,6,10
2,2,8,0,30,11,6
0,3,12,0,32,9,6
2,2,5,0,27,10,8
0,2,2,2,17,6,4
0,2,2,0,28,12,6
2,2,5,2,21,7,10
0,2,8,0,23,10,3
0,4,7,0,25,12,6
1,1,3,0,18,5,9
1,2,2,2,18,6,4
0,2,9,4,31,11,8
0,3,4,2,19,9,4
0,3,7,0,29,11,0
4,2,8,0,28,10,6
0,2,5,0,28,14,0
1,3,6,0,20,10,6
0,3,1,0,20,11,3
1,1,2,0,18,9,0
3,3,7,0,13,4,0
0,3,10,0,19,9,6
2,2,9,0,40,19,0
2,1,9,0,32,12,0
3,2,2,0,27,17,0
4,1,3,0,24,7,6
2,2,5,4,29,10,2
2,1,6,0,18,10,0
0,5,8,0,24,8,11
0,2,6,0,28,10,6
2,3,4,0,20,6,6
0,2,5,0,23,7,6
1,3,11,0,29,10,6
2,3,6,0,26,12,0
0,4,7,0,23,12,6
2,2,5,2,26,9,4
1,2,3,2,24,11,8
0,3,4,0,28,11,6
0,4,10,0,22,9,0
4,1,3,0,22,9,6
0,2,4,2,28,10,7
0,1,9,0,27,13,0
2,3,8,0,21,8,0
0,2,5,2,21,7,4
0,2,9,0,33,14,0
2,2,6,0,23,9,6
0,0,6,4,26,13,5
0,1,3,2,18,9,10
0,4,9,0,20,6,9
0,3,10,0,21,5,6
1,2,6,0,23,8,0
1,2,8,0,24,7,6
2,1,9,2,31,13,4
1,2,8,0,17,4,3
0,2,2,0,15,4,9
6,0,0,0,14,7,0
9,1,3,0,26,12,0
1,1,6,0,21,6,6
2,0,3,0,7,6,0
1,2,2,0,13,6,3
0,4,8,0,33,13,6
0,3,4,0,20,7,0
2,4,4,0,18,6,6
1,1,6,0,29,12,0
2,1,6,0,38,18,0
0,2,5,0,25,12,6
2,2,2,0,20,7,6
2,2,5,0,29,13,0
1,2,11,0,23,7,3
0,2,2,4,26,12,2
2,4,5,0,23,10,6
3,2,2,0,29,15,0
4,2,7,0,22,5,12
2,2,8,0,28,13,0
1,2,9,0,13,6,6
2,4,9,0,20,8,6
4,2,3,2,20,7,10
2,1,5,0,23,11,0
2,2,5,0,21,11,0
0,3,10,0,32,16,0
0,1,3,3,21,8,3
2,2,2,0,28,11,6
2,2,2,2,20,5,10
0,3,3,0,19,14,8
0,2,6,0,23,13,0
0,3,7,0,18,7,0
0,3,7,0,24,11,0
2,1,3,0,15,3,8
0,1,3,2,17,5,3
1,2,8,2,22,5,9
0,3,4,0,32,17,0
1,2,6,0,15,6,6
0,0,1,4,15,8,8
3,0,0,0,18,11,6
0,3,4,0,4,3,0
1,0,4,0,20,9,6
0,3,6,4,17,5,6
0,3,10,0,32,13,0
0,1,5,2,20,7,4
0,3,6,2,24,15,0
2,2,5,4,25,10,5
0,1,6,1,24,10,9
2,3,7,0,23,9,6
0,3,4,2,15,7,4
0,4,10,0,22,9,6
0,2,5,0,18,7,6
0,2,5,0,19,7,6
0,2,8,4,30,12,2
2,2,2,0,17,8,6
0,3,9,2,28,8,1
3,2,8,0,17,4,0
1,1,2,2,18,12,7
0,0,0,0,19,10,6
1,2,6,0,26,11,6
0,2,5,0,27,10,6
2,2,5,0,27,11,0
0,3,7,0,31,15,6
0,4,6,0,18,7,0
0,1,9,2,33,12,1
0,2,8,0,20,6,6
0,1,3,2,18,7,4
0,1,3,0,23,4,6
0,4,7,0,27,13,0
1,1,6,0,26,12,6
2,2,2,0,15,4,6
2,3,3,2,25,10,8
0,3,3,0,14,5,0
8,1,3,0,27,9,12
2,5,8,0,22,8,3
3,1,2,0,10,8,6
4,1,6,0,18,6,12
0,3,7,0,21,8,0
0,4,6,0,17,8,0
3,1,3,0,28,13,0
2,3,4,0,22,7,6
0,2,7,0,40,16,6
0,2,3,0,19,7,12
3,0,2,0,12,6,0
2,1,7,0,25,8,0
2,1,3,2,24,7,10
0,2,8,0,29,9,6
2,1,8,0,28,13,3
0,3,7,0,15,5,6
3,3,5,0,19,6,12
2,0,3,0,21,10,0
0,2,2,0,30,15,0
0,3,5,0,25,14,0
2,2,3,4,31,15,2
2,1,6,0,14,7,3
0,2,5,0,19,5,6
0,3,8,0,18,6,6
2,1,5,0,27,12,0
3,2,2,0,27,13,6
2,1,3,2,20,10,2
4,1,3,0,16,5,6
3,1,3,0,26,7,12
1,3,5,0,24,10,6
2,0,0,0,22,11,0
2,3,10,0,24,8,0
0,3,8,0,17,5,6
0,0,3,0,17,5,15
0,2,8,0,28,13,0
0,2,5,0,25,8,6
0,2,5,0,26,13,0
0,3,5,1,16,6,8
2,3,5,2,29,12,3
2,2,5,0,21,7,6
0,2,5,2,21,5,7
0,3,1,0,11,4,6
3,2,2,0,19,9,0
0,4,5,6,19,7,8
2,2,2,0,22,9,0
0,3,5,4,17,6,9
0,1,9,1,28,11,2
0,1,2,0,20,12,3
2,0,6,0,22,13,6
1,3,7,4,18,9,1
0,3,4,6,21,9,6
0,1,5,2,22,9,4
1,1,0,4,16,7,1
0,2,11,0,26,8,6
2,2,8,0,32,13,0
0,2,5,2,20,8,1
2,0,0,0,19,10,0
4,1,4,0,21,8,12
2,2,4,0,19,9,12
0,5,3,0,17,8,3
4,2,7,0,19,8,12
2,4,6,0,26,14,0
0,2,10,0,29,8,6
0,2,5,0,9,1,12
2,3,1,2,14,5,4
2,2,3,0,14,6,6
2,1,3,0,19,10,18
2,2,7,0,16,7,12
0,4,4,0,26,13,0
1,1,7,0,19,9,6
1,2,2,2,27,15,8
0,3,8,0,25,11,6
0,1,1,3,12,4,7
0,2,8,4,25,11,8
0,0,3,2,24,13,1
2,1,3,2,23,8,6
6,2,2,0,26,10,6
4,1,3,0,10,5,6
0,4,4,0,25,12,6
0,3,5,0,28,13,6
0,2,7,0,29,15,6
2,2,8,0,34,10,6
0,2,8,2,28,16,4
1,1,6,0,23,10,0
2,2,2,0,22,9,6
0,3,8,0,12,0,0
0,2,5,2,19,7,10
0,2,3,2,17,4,16
0,3,4,0,15,7,6
1,2,2,0,17,6,6
1,1,2,0,11,5,3
1,5,5,0,11,6,6
4,0,0,0,18,11,6
8,1,3,0,25,9,12
5,2,2,0,21,10,0
6,1,6,0,23,9,12
0,4,3,2,20,11,1
3,1,3,0,26,6,12
2,3,4,0,22,8,6
0,2,8,0,24,7,6
2,4,6,0,20,8,6
0,1,6,4,24,8,2
1,1,6,0,27,8,12
1,2,8,0,25,7,6
2,1,3,0,23,9,0
2,1,7,0,23,8,6
0,2,2,0,21,10,6
4,4,6,0,18,6,6
0,1,3,2,20,9,6
0,2,9,2,28,8,1
3,1,3,2,29,14,10
0,2,5,0,23,9,6
1,3,4,0,29,14,0
4,3,5,0,29,15,0
0,3,2,0,12,7,6
0,2,5,0,17,6,3
0,2,2,2,16,4,7
3,3,2,2,18,5,8
4,0,0,0,20,11,6
2,1,3,2,19,6,8
6,2,2,0,20,9,6
1,3,10,0,24,7,6
0,3,5,2,17,9,4
0,3,5,0,23,10,0
3,4,2,0,11,6,6
1,3,1,0,14,6,6
0,4,6,0,11,5,6
0,2,2,0,24,10,0
4,2,8,1,25,5,8
0,2,5,0,27,10,0
1,1,3,0,14,4,3
0,1,6,6,27,10,7
1,1,2,0,20,11,12
4,3,4,0,22,10,0
0,3,8,0,18,5,12
1,3,8,0,17,7,0
2,3,7,0,20,7,6
1,0,0,0,18,10,6
0,0,3,0,25,13,0
0,4,7,0,23,10,0
3,0,3,0,26,14,0
0,3,9,0,25,6,6
0,1,9,2,34,14,10
2,2,3,0,17,7,6
3,1,6,0,25,7,6
0,2,9,0,24,4,13
2,2,2,3,22,10,0
0,2,3,0,16,7,6
0,2,5,2,23,9,4
0,2,5,0,15,6,6
0,1,9,0,33,10,6
4,2,9,0,32,11,6
0,1,6,0,26,12,0
0,2,3,6,16,6,9
0,2,5,0,19,5,3
1,2,5,0,21,8,6
0,2,5,0,23,8,0
1,1,3,0,18,4,9
0,3,4,0,12,6,6
0,1,3,0,27,7,6
0,1,6,2,22,10,4
0,2,8,0,28,10,0
0,4,4,0,18,7,6
0,3,1,1,22,12,2
2,4,10,0,28,11,6
1,1,2,2,22,12,7
3,2,2,2,19,8,4
0,1,3,2,19,11,4
3,0,0,0,13,7,6
0,2,13,0,25,6,6
0,1,6,4,20,6,2
0,3,7,0,21,8,0
0,4,4,0,30,17,0
4,3,8,0,31,15,6
0,3,8,2,27,12,4
2,2,8,0,28,9,6
2,3,4,0,27,11,6
0,2,2,2,19,7,1
8,1,1,0,19,6,12
0,3,4,0,22,8,6
4,1,5,0,27,12,12
3,0,3,0,20,9,0
0,5,5,0,23,10,6
1,1,3,2,17,6,4
1,3,8,0,30,17,6
2,1,1,0,18,10,12
0,2,5,0,12,4,12
0,2,5,0,21,8,3
6,1,3,1,22,8,8
0,3,7,0,24,10,6
2,2,5,0,31,13,6
2,1,3,0,33,14,6
0,4,10,2,33,12,4
0,2,5,1,25,11,5
1,1,4,2,13,7,8
2,3,3,0,20,7,0
0,3,8,0,31,14,12
0,2,5,0,23,8,6
0,3,5,0,27,10,0
3,1,4,0,12,6,0
1,1,3,4,20,6,13
0,1,5,0,25,11,12
2,1,2,4,23,11,2
1,1,3,2,23,11,4
